,code,abbreviation,name,type,name_en
6133,007632,HRYDAXLHPZHHC,华润元大安鑫灵活配置混合C,混合型,HUARUNYUANDAANXINLINGHUOPEIZHIHUNHEC
6134,007634,RBXXDZC,人保鑫享短债C,债券型,RENBAOXINXIANGDUANZHAIC
6135,007635,YHTYZDZA,银河天盈中短债A,债券型,YINHETIANYINGZHONGDUANZHAIA
6136,007636,YHTYZDZC,银河天盈中短债C,债券型,YINHETIANYINGZHONGDUANZHAIC
6137,007637,XYXRXDZC,兴银鑫日享短债C,债券型,XINGYINXINRIXIANGDUANZHAIC
6138,007638,QHKYKYPHYLSNFOF,前海开源康颐平衡养老三年(FOF),混合-FOF,QIANHAIKAIYUANKANGYIPINGHENGYANGLAOSANNIANFOF
6139,007639,HTF3NFBJZYSHH,汇添富3年封闭竞争优势混合,混合型,HUITIANFU3NIANFENGBIJINGZHENGYOUSHIHUNHE
6140,007640,TDHLYLZQ,泰达宏利永利债券,债券型,TAIDAHONGLIYONGLIZHAIQUAN
6141,007641,TDHLXLZQA,泰达宏利鑫利债券A,定开债券,TAIDAHONGLIXINLIZHAIQUANA
6142,007642,TDHLXLZQC,泰达宏利鑫利债券C,定开债券,TAIDAHONGLIXINLIZHAIQUANC
6143,007643,HAWJYLYNFOF,华安稳健养老一年(FOF),混合-FOF,HUAANWENJIANYANGLAOYINIANFOF
6144,007644,HBBRZQ,华宝宝润债券,债券型,HUABAOBAORUNZHAIQUAN
6145,007645,PAJXYDKZA,平安季享裕定开债A,定开债券,PINGANJIXIANGYUDINGKAIZHAIA
6146,007646,PAJXYDKZC,平安季享裕定开债C,定开债券,PINGANJIXIANGYUDINGKAIZHAIC
6147,007647,PAJXYDKZE,平安季享裕定开债E,定开债券,PINGANJIXIANGYUDINGKAIZHAIE
6148,007649,BSYZPHYLFOF,博时颐泽平衡养老(FOF),混合-FOF,BOSHIYIZEPINGHENGYANGLAOFOF
6149,007650,GYYL2040FOF,工银养老2040(FOF),混合-FOF,GONGYINYANGLAO2040FOF
6150,007651,GYYL2045SNCYHHFOF,工银养老2045三年持有混合(FOF),混合-FOF,GONGYINYANGLAO2045SANNIANCHIYOUHUNHEFOF
6151,007652,HXWJYLYNFOF,华夏稳健养老一年(FOF),混合-FOF,HUAXIAWENJIANYANGLAOYINIANFOF
6152,007653,CSWY6GYA,长盛稳益6个月A,定开债券,CHANGSHENGWENYI6GEYUEA
6153,007654,CSWY6GYC,长盛稳益6个月C,定开债券,CHANGSHENGWENYI6GEYUEC
6154,007655,NFDYZDZA,南方定元中短债A,债券型,NANFANGDINGYUANZHONGDUANZHAIA
6155,007656,NFDYZDZC,南方定元中短债C,债券型,NANFANGDINGYUANZHONGDUANZHAIC
6156,007657,DFHZZJZLZSA,东方红中证竞争力指数A,股票指数,DONGFANGHONGZHONGZHENGJINGZHENGLIZHISHUA
6157,007658,DFHZZJZLZSC,东方红中证竞争力指数C,股票指数,DONGFANGHONGZHONGZHENGJINGZHENGLIZHISHUC
6158,007659,BSFH3GYDKZFQS,博时富汇3个月定开债发起式,定开债券,BOSHIFUHUI3GEYUEDINGKAIZHAIFAQISHI
6159,007660,ZSHYJHYLSNFOF,招商和悦均衡养老三年(FOF),混合-FOF,ZHAOSHANGHEYUEJUNHENGYANGLAOSANNIANFOF
6160,007661,NFYL2030SNFOF,南方养老2030三年(FOF),混合-FOF,NANFANGYANGLAO2030SANNIANFOF
6161,007662,FGXWJHYLSNFOF,富国鑫旺均衡养老三年(FOF),混合-FOF,FUGUOXINWANGJUNHENGYANGLAOSANNIANFOF
6162,007663,PAAXLHPZHHC,平安安享灵活配置混合C,混合型,PINGANANXIANGLINGHUOPEIZHIHUNHEC
6163,007664,YYCYBZSFQSA,永赢创业板指数发起式A,股票指数,YONGYINGCHUANGYEBANZHISHUFAQISHIA
6164,007665,YYCYBZSFQSC,永赢创业板指数发起式C,股票指数,YONGYINGCHUANGYEBANZHISHUFAQISHIC
6165,007666,HXDHZQA,华夏鼎泓债券A,债券型,HUAXIADINGHONGZHAIQUANA
6166,007667,HXDHZQC,华夏鼎泓债券C,债券型,HUAXIADINGHONGZHAIQUANC
6167,007668,GFYL2035SNCYQHHFOF,广发养老2035三年持有期混合(FOF),混合-FOF,GUANGFAYANGLAO2035SANNIANCHIYOUQIHUNHEFOF
6168,007669,TPRYHHC,太平睿盈混合C,混合型,TAIPINGRUIYINGHUNHEC
6169,007670,JSSYYHJXZQ,嘉实商业银行精选债券,债券型,JIASHISHANGYEYINHANGJINGXUANZHAIQUAN
6170,007671,JXZZHLQLZSA,建信中证红利潜力指数A,股票指数,JIANXINZHONGZHENGHONGLIQIANLIZHISHUA
6171,007672,JXZZHLQLZSC,建信中证红利潜力指数C,股票指数,JIANXINZHONGZHENGHONGLIQIANLIZHISHUC
6172,007673,ZJARWJYLYNFOF,中加安瑞稳健养老一年(FOF),混合-FOF,ZHONGJIAANRUIWENJIANYANGLAOYINIANFOF
6173,007674,GYCYSJGPA,工银产业升级股票A,股票型,GONGYINCHANYESHENGJIGUPIAOA
6174,007675,GYCYSJGPC,工银产业升级股票C,股票型,GONGYINCHANYESHENGJIGUPIAOC
6175,007676,FCTHCZA,蜂巢添汇纯债A,债券型,FENGCHAOTIANHUICHUNZHAIA
6176,007677,FCTHCZC,蜂巢添汇纯债C,债券型,FENGCHAOTIANHUICHUNZHAIC
6177,007678,TDHLPPSJHHA,泰达宏利品牌升级混合A,混合型,TAIDAHONGLIPINPAISHENGJIHUNHEA
6178,007679,TDHLPPSJHHC,泰达宏利品牌升级混合C,混合型,TAIDAHONGLIPINPAISHENGJIHUNHEC
6179,007680,ZJXLSNZQ,中加享利三年债券,定开债券,ZHONGJIAXIANGLISANNIANZHAIQUAN
6180,007681,PHFDZQ,鹏华丰登债券,债券型,PENGHUAFENGDENGZHAIQUAN
6181,007682,PHJLLNDKZ,鹏华锦利两年定开债,定开债券,PENGHUAJINLILIANGNIANDINGKAIZHAI
6182,007683,HSZZJXZQA,华商转债精选债券A,债券型,HUASHANGZHUANZHAIJINGXUANZHAIQUANA
6183,007684,HSZZJXZQC,华商转债精选债券C,债券型,HUASHANGZHUANZHAIJINGXUANZHAIQUANC
6184,007685,HSDZHYLHGP,华商电子行业量化股票,股票型,HUASHANGDIANZIHANGYELIANGHUAGUPIAO
6185,007686,DFJZWJLHPZHHC,东方价值挖掘灵活配置混合C,混合型,DONGFANGJIAZHIWAJUELINGHUOPEIZHIHUNHEC
6186,007687,DFCZSYLHPZHHC,东方成长收益灵活配置混合C,混合型,DONGFANGCHENGZHANGSHOUYILINGHUOPEIZHIHUNHEC
6187,007688,TDYL2040SNCYHHFOFA,泰达养老2040三年持有混合(FOF)A,混合-FOF,TAIDAYANGLAO2040SANNIANCHIYOUHUNHEFOFA
6188,007689,GTRYXNYHHA,国投瑞银新能源混合A,混合型,GUOTOURUIYINXINNENGYUANHUNHEA
6189,007690,GTRYXNYHHC,国投瑞银新能源混合C,混合型,GUOTOURUIYINXINNENGYUANHUNHEC
6190,007691,YYZLYNDK,永赢泽利一年定开,定开债券,YONGYINGZELIYINIANDINGKAI
6191,007692,YYDLZQA,永赢鼎利债券A,债券型,YONGYINGDINGLIZHAIQUANA
6192,007693,YYDLZQC,永赢鼎利债券C,债券型,YONGYINGDINGLIZHAIQUANC
6193,007694,TDYL2040SNCYHHFOFC,泰达养老2040三年持有混合(FOF)C,混合-FOF,TAIDAYANGLAO2040SANNIANCHIYOUHUNHEFOFC
6194,007695,TDYL2040SNCYHHFOFE,泰达养老2040三年持有混合(FOF)E,混合-FOF,TAIDAYANGLAO2040SANNIANCHIYOUHUNHEFOFE
6195,007696,JSRXHB,嘉实融享货币,货币型,JIASHIRONGXIANGHUOBI
6196,007697,ZJHYZQZQA,中金衡益增强债券A,债券型,ZHONGJINHENGYIZENGQIANGZHAIQUANA
6197,007698,ZJHYZQZQC,中金衡益增强债券C,债券型,ZHONGJINHENGYIZENGQIANGZHAIQUANC
6198,007699,JXRXYNDQKFZQ,建信荣禧一年定期开放债券,定开债券,JIANXINRONGXIYINIANDINGQIKAIFANGZHAIQUAN
6199,007701,GLA6GYDKZA,国联安6个月定开债A,定开债券,GUOLIANAN6GEYUEDINGKAIZHAIA
6200,007702,GLA6GYDKZC,国联安6个月定开债C,定开债券,GUOLIANAN6GEYUEDINGKAIZHAIC
6201,007703,WJXSCZA,万家鑫盛纯债A,债券型,WANJIAXINSHENGCHUNZHAIA
6202,007704,WJXSCZC,万家鑫盛纯债C,债券型,WANJIAXINSHENGCHUNZHAIC
6203,007705,CCHKWJYLYNFOF,长城恒康稳健养老一年(FOF),混合-FOF,CHANGCHENGHENGKANGWENJIANYANGLAOYINIANFOF
6204,007706,NFCYZQA,南方聪元债券A,债券型,NANFANGCONGYUANZHAIQUANA
6205,007707,NFCYZQC,南方聪元债券C,债券型,NANFANGCONGYUANZHAIQUANC
6206,007708,ZYRFFDJZXHBA,中银瑞福浮动净值型货币A,货币型,ZHONGYINRUIFUFUDONGJINGZHIXINGHUOBIA
6207,007709,ZYRFFDJZXHBC,中银瑞福浮动净值型货币C,货币型,ZHONGYINRUIFUFUDONGJINGZHIXINGHUOBIC
6208,007710,GLHTSGYDKZA,格林泓泰三个月定开债A,定开债券,GELINHONGTAISANGEYUEDINGKAIZHAIA
6209,007711,GLHTSGYDKZC,格林泓泰三个月定开债C,定开债券,GELINHONGTAISANGEYUEDINGKAIZHAIC
6210,007712,ZYKX3GYDQKFZQ,中银康享3个月定期开放债券,定开债券,ZHONGYINKANGXIANG3GEYUEDINGQIKAIFANGZHAIQUAN
6211,007713,HFKJDNHH,华富科技动能混合,混合型,HUAFUKEJIDONGNENGHUNHE
6212,007714,NFHYLLZZQA,南方贺元利率债债券A,债券型,NANFANGHEYUANLILVZHAIZHAIQUANA
6213,007715,NFHYLLZZQC,南方贺元利率债债券C,债券型,NANFANGHEYUANLILVZHAIZHAIQUANC
6214,007716,JSZHCZZQ,嘉实致华纯债债券,债券型,JIASHIZHIHUACHUNZHAIZHAIQUAN
6215,007717,GYZXDZZQF,工银尊享短债债券F,债券型,GONGYINZUNXIANGDUANZHAIZHAIQUANF
6216,007718,ZYCXYLHH,中银创新医疗混合,混合型,ZHONGYINCHUANGXINYILIAOHUNHE
6217,007719,YYYLZQA,永赢元利债券A,债券型,YONGYINGYUANLIZHAIQUANA
6218,007720,YYYLZQC,永赢元利债券C,债券型,YONGYINGYUANLIZHAIQUANC
6219,007721,THBP500QDIIFOFA,天弘标普500(QDII-FOF)A,QDII,TIANHONGBIAOPU500QDIIFOFA
6220,007722,THBP500QDIIFOFC,天弘标普500(QDII-FOF)C,QDII,TIANHONGBIAOPU500QDIIFOFC
6221,007723,PHJR86GYDKZ,鹏华锦润86个月定开债,定开债券,PENGHUAJINRUN86GEYUEDINGKAIZHAI
6222,007725,ZSRWHHA,招商瑞文混合A,混合型,ZHAOSHANGRUIWENHUNHEA
6223,007726,ZSRWHHC,招商瑞文混合C,混合型,ZHAOSHANGRUIWENHUNHEC
6224,007729,ZSPSQQPZQDIIFOFRMB,招商普盛全球配置(QDII-FOF)人民币,QDII,ZHAOSHANGPUSHENGQUANQIUPEIZHIQDIIFOFRENMINBI
6225,007730,PAJGJHBC,平安金管家货币C,货币型,PINGANJINGUANJIAHUOBIC
6226,007731,MSJYCXCZHHA,民生加银持续成长混合A,混合型,MINSHENGJIAYINCHIXUCHENGZHANGHUNHEA
6227,007732,MSJYCXCZHHC,民生加银持续成长混合C,混合型,MINSHENGJIAYINCHIXUCHENGZHANGHUNHEC
6228,007733,NFZRHHA,南方智锐混合A,混合型,NANFANGZHIRUIHUNHEA
6229,007734,NFZRHHC,南方智锐混合C,混合型,NANFANGZHIRUIHUNHEC
6230,007735,JYMAHBDKC,金鹰民安回报定开C,混合型,JINYINGMINANHUIBAODINGKAIC
6231,007736,MSJYJXSNDKZ,民生加银聚鑫三年定开债,定开债券,MINSHENGJIAYINJUXINSANNIANDINGKAIZHAI
6232,007737,NDYFCX100,诺德研发创新100,股票指数,NUODEYANFACHUANGXIN100
6233,007738,CHWHZQA,淳厚稳惠债券A,债券型,CHUNHOUWENHUIZHAIQUANA
6234,007739,CHWHZQC,淳厚稳惠债券C,债券型,CHUNHOUWENHUIZHAIQUANC
6235,007740,THXYZQA,天弘信益债券A,债券型,TIANHONGXINYIZHAIQUANA
6236,007741,THXYZQC,天弘信益债券C,债券型,TIANHONGXINYIZHAIQUANC
6237,007744,CSAYCZZQA,长盛安逸纯债债券A,债券型,CHANGSHENGANYICHUNZHAIZHAIQUANA
6238,007745,CSAYCZZQC,长盛安逸纯债债券C,债券型,CHANGSHENGANYICHUNZHAIZHAIQUANC
6239,007746,HAXJRL,华安现金润利,货币型,HUAANXIANJINRUNLI
6240,007747,HFTPHYLFOF,海富通平衡养老(FOF),混合-FOF,HAIFUTONGPINGHENGYANGLAOFOF
6241,007748,THYL2035SNFOF,天弘养老2035三年(FOF),混合-FOF,TIANHONGYANGLAO2035SANNIANFOF
6242,007749,MSJYPCHHC,民生加银鹏程混合C,混合型,MINSHENGJIAYINPENGCHENGHUNHEC
6243,007750,GFYSZZGP,广发优势增长股票,股票型,GUANGFAYOUSHIZENGZHANGGUPIAO
6244,007751,JSZZHLCZDBDA,景顺中证红利成长低波动A,股票指数,JINGSHUNZHONGZHENGHONGLICHENGZHANGDIBODONGA
6245,007752,ZYZLZQA,中银招利债券A,债券型,ZHONGYINZHAOLIZHAIQUANA
6246,007753,ZYZLZQC,中银招利债券C,债券型,ZHONGYINZHAOLIZHAIQUANC
6247,007754,SYHYLZDQZQA,上银慧永利中短期债券A,债券型,SHANGYINHUIYONGLIZHONGDUANQIZHAIQUANA
6248,007755,SYHYLZDQZQC,上银慧永利中短期债券C,债券型,SHANGYINHUIYONGLIZHONGDUANQIZHAIQUANC
6249,007756,CTJLSGYDKZFQS,财通久利三个月定开债发起式,定开债券,CAITONGJIULISANGEYUEDINGKAIZHAIFAQISHI
6250,007757,GTRYSYCZZQ,国投瑞银顺业纯债债券,债券型,GUOTOURUIYINSHUNYECHUNZHAIZHAIQUAN
6251,007758,PALXYNDKZA,平安乐享一年定开债A,定开债券,PINGANLEXIANGYINIANDINGKAIZHAIA
6252,007759,PALXYNDKZC,平安乐享一年定开债C,定开债券,PINGANLEXIANGYINIANDINGKAIZHAIC
6253,007760,JSZZHLCZDBDC,景顺中证红利成长低波动C,股票指数,JINGSHUNZHONGZHENGHONGLICHENGZHANGDIBODONGC
6254,007761,XYARSNDKZ,鑫元安睿三年定开债,定开债券,XINYUANANRUISANNIANDINGKAIZHAI
6255,007762,FGTYZQLOFA,富国天盈债券(LOF)A,债券型,FUGUOTIANYINGZHAIQUANLOFA
6256,007763,QHKY35NGKZA,前海开源3-5年国开债A,债券指数,QIANHAIKAIYUAN35NIANGUOKAIZHAIA
6257,007764,QHKY35NGKZC,前海开源3-5年国开债C,债券指数,QIANHAIKAIYUAN35NIANGUOKAIZHAIC
6258,007765,QHKY13NGKZA,前海开源1-3年国开债A,债券指数,QIANHAIKAIYUAN13NIANGUOKAIZHAIA
6259,007766,QHKY13NGKZC,前海开源1-3年国开债C,债券指数,QIANHAIKAIYUAN13NIANGUOKAIZHAIC
6260,007767,HTBXZXDK,华泰保兴尊享定开,定开债券,HUATAIBAOXINGZUNXIANGDINGKAI
6261,007768,XDAYASCZ,信达澳银安盛纯债,债券型,XINDAAOYINANSHENGCHUNZHAI
6262,007769,DXXRYNDK,东兴兴瑞一年定开,定开债券,DONGXINGXINGRUIYINIANDINGKAI
6263,007770,TTKTHHA,同泰开泰混合A,混合型,TONGTAIKAITAIHUNHEA
6264,007771,TTKTHHC,同泰开泰混合C,混合型,TONGTAIKAITAIHUNHEC
6265,007772,PYASSXDKZQ,浦银安盛盛煊定开债券,定开债券,PUYINANSHENGSHENGXUANDINGKAIZHAIQUAN
6266,007775,HALHXFHHA,汇安量化先锋混合A,混合型,HUIANLIANGHUAXIANFENGHUNHEA
6267,007776,HALHXFHHC,汇安量化先锋混合C,混合型,HUIANLIANGHUAXIANFENGHUNHEC
6268,007777,ZYYJJXHH,中邮研究精选混合,混合型,ZHONGYOUYANJIUJINGXUANHUNHE
6269,007778,GFJFCZ,广发景富纯债,债券型,GUANGFAJINGFUCHUNZHAI
6270,007779,YHZHYL2030HHFOF,银华尊和养老2030混合(FOF),混合-FOF,YINHUAZUNHEYANGLAO2030HUNHEFOF
6271,007780,YHZHYL2040HHFOF,银华尊和养老2040混合(FOF),混合-FOF,YINHUAZUNHEYANGLAO2040HUNHEFOF
6272,007781,THHXHHFQS,天弘弘新混合发起式,混合型,TIANHONGHONGXINHUNHEFAQISHI
6273,007782,DCMSCIJZ100ETFLJA,大成MSCI价值100ETF联接A,联接基金,DACHENGMSCIJIAZHI100ETFLIANJIEA
6274,007783,DCMSCIJZ100ETFLJC,大成MSCI价值100ETF联接C,联接基金,DACHENGMSCIJIAZHI100ETFLIANJIEC
6275,007784,GFYQCXQDETFLJA,广发央企创新驱动ETF联接A,联接基金,GUANGFAYANGQICHUANGXINQUDONGETFLIANJIEA
6276,007785,GFYQCXQDETFLJC,广发央企创新驱动ETF联接C,联接基金,GUANGFAYANGQICHUANGXINQUDONGETFLIANJIEC
6277,007786,FGZZGQYDYLETFLJA,富国中证国企一带一路ETF联接A,联接基金,FUGUOZHONGZHENGGUOQIYIDAIYILUETFLIANJIEA
6278,007787,FGZZGQYDYLETFLJC,富国中证国企一带一路ETF联接C,联接基金,FUGUOZHONGZHENGGUOQIYIDAIYILUETFLIANJIEC
6279,007788,YFDZZGQDLFQSLJA,易方达中证国企带路发起式联接A,联接基金,YIFANGDAZHONGZHENGGUOQIDAILUFAQISHILIANJIEA
6280,007789,YFDZZGQDLFQSLJC,易方达中证国企带路发起式联接C,联接基金,YIFANGDAZHONGZHENGGUOQIDAILUFAQISHILIANJIEC
6281,007790,NFMYDZA,南方梦元短债A,债券型,NANFANGMENGYUANDUANZHAIA
6282,007791,NFMYDZC,南方梦元短债C,债券型,NANFANGMENGYUANDUANZHAIC
6283,007792,JSYQCXQDETFLJA,嘉实央企创新驱动ETF联接A,联接基金,JIASHIYANGQICHUANGXINQUDONGETFLIANJIEA
6284,007793,JSYQCXQDETFLJC,嘉实央企创新驱动ETF联接C,联接基金,JIASHIYANGQICHUANGXINQUDONGETFLIANJIEC
6285,007794,SWLXZZ500ZSYXZQC,申万菱信中证500指数优选增强C,股票指数,SHENWANLINGXINZHONGZHENG500ZHISHUYOUXUANZENGQIANGC
6286,007795,SWLXZZ500ZSZQC,申万菱信中证500指数增强C,股票指数,SHENWANLINGXINZHONGZHENG500ZHISHUZENGQIANGC
6287,007796,BSYQCXQDETFLJA,博时央企创新驱动ETF联接A,联接基金,BOSHIYANGQICHUANGXINQUDONGETFLIANJIEA
6288,007797,BSYQCXQDETFLJC,博时央企创新驱动ETF联接C,联接基金,BOSHIYANGQICHUANGXINQUDONGETFLIANJIEC
6289,007799,SWLXZXBZSC,申万菱信中小板指数C,股票指数,SHENWANLINGXINZHONGXIAOBANZHISHUC
6290,007800,SWLXHS300JZZSC,申万菱信沪深300价值指数C,股票指数,SHENWANLINGXINHUSHEN300JIAZHIZHISHUC
6291,007801,DCZZHLZSC,大成中证红利指数C,股票指数,DACHENGZHONGZHENGHONGLIZHISHUC
6292,007802,XQHTHHA,兴全合泰混合A,混合型,XINGQUANHETAIHUNHEA
6293,007803,XQHTHHC,兴全合泰混合C,混合型,XINGQUANHETAIHUNHEC
6294,007804,SWLXHS300ZSZQC,申万菱信沪深300指数增强C,股票指数,SHENWANLINGXINHUSHEN300ZHISHUZENGQIANGC
6295,007805,HBFDJZHB,华宝浮动净值货币,货币型,HUABAOFUDONGJINGZHIHUOBI
6296,007806,JXMSCIZGAGZSZQA,建信MSCI中国A股指数增强A,股票指数,JIANXINMSCIZHONGGUOAGUZHISHUZENGQIANGA
6297,007807,JXMSCIZGAGZSZQC,建信MSCI中国A股指数增强C,股票指数,JIANXINMSCIZHONGGUOAGUZHISHUZENGQIANGC
6298,007808,BXRFLHYXLHPZ,北信瑞丰量化优选灵活配置,混合型,BEIXINRUIFENGLIANGHUAYOUXUANLINGHUOPEIZHI
6299,007809,FGYQCXQDETFLJA,富国央企创新驱动ETF联接A,联接基金,FUGUOYANGQICHUANGXINQUDONGETFLIANJIEA
6300,007810,FGYQCXQDETFLJC,富国央企创新驱动ETF联接C,联接基金,FUGUOYANGQICHUANGXINQUDONGETFLIANJIEC
6301,007811,CHXZHHA,淳厚信泽混合A,混合型,CHUNHOUXINZEHUNHEA
6302,007812,CHXZHHC,淳厚信泽混合C,混合型,CHUNHOUXINZEHUNHEC
6303,007813,YFDZZZJXDNETFQDIILJA,易方达中证浙江新动能ETF(QDII)联接A,QDII-指数,YIFANGDAZHONGZHENGZHEJIANGXINDONGNENGETFQDIILIANJIEA
6304,007814,YFDZZZJXDNETFQDIILJC,易方达中证浙江新动能ETF(QDII)联接C,QDII-指数,YIFANGDAZHONGZHENGZHEJIANGXINDONGNENGETFQDIILIANJIEC
6305,007815,JSXXKJ100ETFLJA,嘉实新兴科技100ETF联接A,联接基金,JIASHIXINXINGKEJI100ETFLIANJIEA
6306,007816,JSXXKJ100ETFLJC,嘉实新兴科技100ETF联接C,联接基金,JIASHIXINXINGKEJI100ETFLIANJIEC
6307,007817,GTZZQZTXSBETFLJA,国泰中证全指通信设备ETF联接A,联接基金,GUOTAIZHONGZHENGQUANZHITONGXINSHEBEIETFLIANJIEA
6308,007818,GTZZQZTXSBETFLJC,国泰中证全指通信设备ETF联接C,联接基金,GUOTAIZHONGZHENGQUANZHITONGXINSHEBEIETFLIANJIEC
6309,007819,HTZJFYZDZA,华泰紫金丰益中短债A,债券型,HUATAIZIJINFENGYIZHONGDUANZHAIA
6310,007820,HTZJFYZDZC,华泰紫金丰益中短债C,债券型,HUATAIZIJINFENGYIZHONGDUANZHAIC
6311,007821,HTZJFLZDZFQA,华泰紫金丰利中短债发起A,债券型,HUATAIZIJINFENGLIZHONGDUANZHAIFAQIA
6312,007822,HTZJFLZDZFQC,华泰紫金丰利中短债发起C,债券型,HUATAIZIJINFENGLIZHONGDUANZHAIFAQIC
6313,007823,THHZDZA,天弘弘择短债A,债券型,TIANHONGHONGZEDUANZHAIA
6314,007824,THHZDZC,天弘弘择短债C,债券型,TIANHONGHONGZEDUANZHAIC
6315,007825,BDZYHHA,博道志远混合A,混合型,BODAOZHIYUANHUNHEA
6316,007826,BDZYHHC,博道志远混合C,混合型,BODAOZHIYUANHUNHEC
6317,007827,HRYDLHYXHHC,华润元大量化优选混合C,混合型,HUARUNYUANDALIANGHUAYOUXUANHUNHEC
6318,007828,CJHXXYHLZQA,创金合信信用红利债券A,债券型,CHUANGJINHEXINXINYONGHONGLIZHAIQUANA
6319,007829,CJHXXYHLZQC,创金合信信用红利债券C,债券型,CHUANGJINHEXINXINYONGHONGLIZHAIQUANC
6320,007830,JXRRYNDQKFZQ,建信荣瑞一年定期开放债券,定开债券,JIANXINRONGRUIYINIANDINGQIKAIFANGZHAIQUAN
6321,007831,BDWBZHGPA,博道伍佰智航股票A,股票型,BODAOWUBAIZHIHANGGUPIAOA
6322,007832,BDWBZHGPC,博道伍佰智航股票C,股票型,BODAOWUBAIZHIHANGGUPIAOC
6323,007833,CSWYTLZQA,长盛稳怡添利债券A,债券型,CHANGSHENGWENYITIANLIZHAIQUANA
6324,007834,CSWYTLZQC,长盛稳怡添利债券C,债券型,CHANGSHENGWENYITIANLIZHAIQUANC
6325,007835,GTXRHH,国泰鑫睿混合,混合型,GUOTAIXINRUIHUNHE
6326,007836,TKRHLNDKZQ,泰康润和两年定开债券,定开债券,TAIKANGRUNHELIANGNIANDINGKAIZHAIQUAN
6327,007837,GSABZYCZA,国寿安保尊耀纯债A,债券型,GUOSHOUANBAOZUNYAOCHUNZHAIA
6328,007838,GSABZYCZC,国寿安保尊耀纯债C,债券型,GUOSHOUANBAOZUNYAOCHUNZHAIC
6329,007839,HTFZZCSJETFLJA,汇添富中证长三角ETF联接A,联接基金,HUITIANFUZHONGZHENGCHANGSANJIAOETFLIANJIEA
6330,007840,HTFZZCSJETFLJC,汇添富中证长三角ETF联接C,联接基金,HUITIANFUZHONGZHENGCHANGSANJIAOETFLIANJIEC
6331,007842,NHZZHZWQETFLJA,南华中证杭州湾区ETF联接A,联接基金,NANHUAZHONGZHENGHANGZHOUWANQUETFLIANJIEA
6332,007843,NHZZHZWQETFLJC,南华中证杭州湾区ETF联接C,联接基金,NANHUAZHONGZHENGHANGZHOUWANQUETFLIANJIEC
6333,007844,HBBPYQSYGPRMBC,华宝标普油气上游股票人民币C,QDII-指数,HUABAOBIAOPUYOUQISHANGYOUGUPIAORENMINBIC
6334,007845,BSJJXCYQC,博时季季享持有期C,债券型,BOSHIJIJIXIANGCHIYOUQIC
6335,007846,HFZZ05NZGDJXYZZSA,华富中债-0-5年中高等级信用债指数A,债券指数,HUAFUZHONGZHAI05NIANZHONGGAODENGJIXINYONGZHAIZHISHUA
6336,007847,HFZZ05NZGDJXYZZSC,华富中债-0-5年中高等级信用债指数C,债券指数,HUAFUZHONGZHAI05NIANZHONGGAODENGJIXINYONGZHAIZHISHUC
6337,007848,GFJBHHC,广发聚宝混合C,混合型,GUANGFAJUBAOHUNHEC
6338,007850,FZFBTRHHA,方正富邦天睿混合A,混合型,FANGZHENGFUBANGTIANRUIHUNHEA
6339,007851,FZFBTRHHC,方正富邦天睿混合C,混合型,FANGZHENGFUBANGTIANRUIHUNHEC
6340,007852,GYRA3GYDKCZZQ,工银瑞安3个月定开纯债债券,定开债券,GONGYINRUIAN3GEYUEDINGKAICHUNZHAIZHAIQUAN
6341,007853,HSJSJHYLHGP,华商计算机行业量化股票,股票型,HUASHANGJISUANJIHANGYELIANGHUAGUPIAO
6342,007854,GDBDXJQXFHH,光大保德信景气先锋混合,混合型,GUANGDABAODEXINJINGQIXIANFENGHUNHE
6343,007856,YFDZZ800ETFLJA,易方达中证800ETF联接A,联接基金,YIFANGDAZHONGZHENG800ETFLIANJIEA
6344,007857,YFDZZ800ETFLJC,易方达中证800ETF联接C,联接基金,YIFANGDAZHONGZHENG800ETFLIANJIEC
6345,007858,PHFDJZXFQSHB,鹏华浮动净值型发起式货币,货币型,PENGHUAFUDONGJINGZHIXINGFAQISHIHUOBI
6346,007859,PA510NQZCXJRZA,平安5-10年期政策性金融债A,债券型,PINGAN510NIANQIZHENGCEXINGJINRONGZHAIA
6347,007860,PA510NQZCXJRZC,平安5-10年期政策性金融债C,债券型,PINGAN510NIANQIZHENGCEXINGJINRONGZHAIC
6348,007863,CXLTLHPZHHC,长信利泰灵活配置混合C,混合型,CHANGXINLITAILINGHUOPEIZHIHUNHEC
6349,007864,DFHHBC,东方红货币C,货币型,DONGFANGHONGHUOBIC
6350,007865,DFHHBD,东方红货币D,货币型,DONGFANGHONGHUOBID
6351,007866,CJHXHBC,创金合信货币C,货币型,CHUANGJINHEXINHUOBIC
6352,007867,HTBRJTYNDK,华泰柏瑞锦泰一年定开,定开债券,HUATAIBAIRUIJINTAIYINIANDINGKAI
6353,007868,HTFHXHBA,汇添富汇鑫货币A,货币型,HUITIANFUHUIXINHUOBIA
6354,007869,HTFHXHBB,汇添富汇鑫货币B,货币型,HUITIANFUHUIXINHUOBIB
6355,007870,PHZX3GYDKFQSZQ,鹏华尊信3个月定开发起式债券,定开债券,PENGHUAZUNXIN3GEYUEDINGKAIFAQISHIZHAIQUAN
6356,007871,GTHXSGYDKZ,国泰惠享三个月定开债,定开债券,GUOTAIHUIXIANGSANGEYUEDINGKAIZHAI
